dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
llama-pg174,task2,faissHNSW,34.777785539627075,0.8966314792633057,"index=(HNSW128,efConstruction=500),query=(efSearch=450)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6414,336346,19,15,46880 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9666
llama-pg174,task2,faissHNSW,34.777785539627075,0.395172119140625,"index=(HNSW128,efConstruction=500),query=(efSearch=150)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6414,336346,19,15,46880 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9601333333333333
llama-pg174,task2,faissHNSW,34.777785539627075,1.1070406436920166,"index=(HNSW128,efConstruction=500),query=(efSearch=750)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6414,336346,19,15,46880 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9666333333333333
llama-pg174,task2,faissHNSW,34.777785539627075,0.300337553024292,"index=(HNSW128,efConstruction=500),query=(efSearch=75)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6414,336346,19,15,46880 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9307
llama-pg174,task2,svd-rerank,1.2812033384107053,0.7964202561415732,"{""batch_size"": 1024, ""compact_fp16"": false, ""m"": 10, ""n_iter"": 7, ""proj_dim"": 76, ""seed"": 42, ""topk"": 30}",,"{""display_name"": ""generous-packet"", ""command"": ""python src/run_task2.py --input \""$inputDataset\"" --task-description \""$inputDataset/config.json\"" --output \""$outputDir\"""", ""vm_id"": ""viento-norte"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""57156619e269456ce5430a2f378126faadbe6e6b"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:claudiogennaro/sisap2026-task2-svd-rerank.git"", ""href"": ""https://github.com/claudiogennaro/sisap2026-task2-svd-rerank/tree/57156619e269456ce5430a2f378126faadbe6e6b""}], ""public_image_name"": null, ""mount_config"": null}",5754,447879,10,24,4256 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9658333333333333
llama-pg174,task2,deglib,30.113985061645508,0.01913740672171116,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,30.113985061645508,0.020447729155421257,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=7000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,30.113985061645508,0.02043198235332966,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6750",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,28.899511337280273,0.011042393743991852,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=6500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,deglib,30.113985061645508,0.019442535936832428,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=5500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9417666666666666
llama-pg174,task2,deglib,28.899511337280273,0.010889808647334576,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=8000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,deglib,30.113985061645508,0.020352806895971298,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=8000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,28.899511337280273,0.010915357619524002,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=7500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,deglib,28.899511337280273,0.010986211709678173,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=9000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,deglib,30.113985061645508,0.02018716372549534,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,28.899511337280273,0.011590113863348961,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=6000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,deglib,30.113985061645508,0.0199913140386343,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6250",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9418333333333333
llama-pg174,task2,deglib,28.899511337280273,0.010952099226415157,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=7000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6017,335923,232,9,61697 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8658333333333333
llama-pg174,task2,faissHNSW,30.95697569847107,0.5046229362487793,"index=(HNSW128,efConstruction=500),query=(efSearch=250)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9655333333333334
llama-pg174,task2,faissHNSW,30.95697569847107,0.7007293701171875,"index=(HNSW128,efConstruction=500),query=(efSearch=400)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9666
llama-pg174,task2,faissHNSW,30.95697569847107,0.4953789710998535,"index=(HNSW128,efConstruction=500),query=(efSearch=200)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9644333333333334
llama-pg174,task2,faissHNSW,30.95697569847107,0.5949130058288574,"index=(HNSW128,efConstruction=500),query=(efSearch=300)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9658666666666667
llama-pg174,task2,faissHNSW,30.95697569847107,0.3529973030090332,"index=(HNSW128,efConstruction=500),query=(efSearch=100)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9492
llama-pg174,task2,faissHNSW,30.95697569847107,0.687251091003418,"index=(HNSW128,efConstruction=500),query=(efSearch=350)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9662666666666667
llama-pg174,task2,faissHNSW,30.95697569847107,0.30408406257629395,"index=(HNSW128,efConstruction=500),query=(efSearch=150)",,"{""display_name"": ""brave-source"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9e5f677626ccc975d161787a6ae6e372fefceb1a"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/9e5f677626ccc975d161787a6ae6e372fefceb1a""}], ""public_image_name"": null, ""mount_config"": null}",6320,336409,10,18,37107 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9606333333333333
llama-pg174,task2,ExhaustiveSearch,0.0,3.638139689,f16-Cos,,"{""display_name"": ""julia-baseline"", ""command"": ""julia --project=/app /app/search.jl --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""tira"", ""source_code_commit"": ""89f2891915ea6609f04f49dd67fd20d039c3c430"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap2026-julia-example.git"", ""href"": ""https://github.com/sisap-challenges/sisap2026-julia-example/tree/89f2891915ea6609f04f49dd67fd20d039c3c430""}], ""public_image_name"": null, ""mount_config"": null}",6619,336344,232,6,11336 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9665333333333334
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.269373769,"l=6,hash_bits=16,probes=331,patience=3,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8920666666666667
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.224747746,"l=6,hash_bits=16,probes=500,patience=1,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9029333333333334
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.29380778,"l=6,hash_bits=16,probes=650,patience=1,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9193
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.212458311,"l=6,hash_bits=16,probes=390,patience=1,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8831666666666667
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.364374093,"l=6,hash_bits=16,probes=550,patience=5,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9332333333333334
llama-pg174,task2,falconn_ouroboros_recall_guarantee,0.123866747,0.303363808,"l=6,hash_bits=16,probes=450,patience=5,k=30,rotations=1",,"{""display_name"": ""plain-hook"", ""command"": ""/app/ouroboros_submit --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --query_threads 16 --setup_threads 16"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6dcc0c8969e1595ab9762695274fee6b1070b5b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/sisap_challenge_2026"", ""href"": ""https://github.com/MetricSearch/sisap_challenge_2026/tree/6dcc0c8969e1595ab9762695274fee6b1070b5b6""}], ""public_image_name"": null, ""mount_config"": null}",8138,453785,10,21,5199 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9229
