dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
wikipedia-small,task1,fwht-jl+pynndescent+rerank,27.504884243011475,3.1611790657043457,"index=(fwht-jl,proj=320,os=54),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.841787
wikipedia-small,task1,fwht-jl+pynndescent+rerank,28.317068099975586,3.169536828994751,"index=(fwht-jl,proj=256,os=53),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7853546666666666
wikipedia-small,task1,fwht-jl+pynndescent+rerank,25.491309642791748,4.471304655075073,"index=(fwht-jl,proj=256,os=48),query=(rerank=none)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7712026666666667
wikipedia-small,task1,fwht-jl+pynndescent+rerank,28.63045883178711,3.023563861846924,"index=(fwht-jl,proj=256,os=56),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.793212
wikipedia-small,task1,fwht-jl+pynndescent+rerank,30.316067218780518,3.2613885402679443,"index=(fwht-jl,proj=256,os=60),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.802683
wikipedia-small,task1,fwht-jl+pynndescent+rerank,24.380930185317993,2.4701507091522217,"index=(fwht-jl,proj=288,os=48),query=(rerank=int8)",,"{""display_name"": ""late-shark"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""wh-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b358ef58eedeb376ad06b7524e59d12fe3140f59"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/zevahcle/sisap26-wh.git"", ""href"": ""https://github.com/zevahcle/sisap26-wh/tree/b358ef58eedeb376ad06b7524e59d12fe3140f59""}], ""public_image_name"": null, ""mount_config"": null}",5840,495684,10,56,353480 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.798638
wikipedia-small,task1,PlainLocalSearch,4.322940826416016,13.83413314819336,"Qb=128, Qn=64, k=64, Ln=3",,"{""display_name"": ""PlainLS-config-4-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 128, Qn = 64, k = 64, Ln = 3 (triangle 1/2)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""14686157f17b09bf29d7e0ac8a8956d13ebe66ae"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/14686157f17b09bf29d7e0ac8a8956d13ebe66ae""}], ""public_image_name"": null, ""mount_config"": null}",6688,414052,10,18,19045 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8523336666666667
,task1,FalconnLite+NNDescent,25.322799107059836,178.8921329730656,"n_repeat=6,D=512,m=50,iteration=10,runs=8",,"{""display_name"": ""shrewd-resultant"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""d119fa0c5149baa875ee10d572e67e5a1fe4d38f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/d119fa0c5149baa875ee10d572e67e5a1fe4d38f""}], ""public_image_name"": null, ""mount_config"": null}",7520,493889,232,57,273809 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.9764813333333333
,task1,task1_faiss,70.81717518088408,282.2153899120167,"backend=faiss,k=15,max_vectors=200000,threads=8,quantization=affine-per-dimension-8bit,faiss_nlist=256,faiss_nprobe=8,faiss_pq_m=16,faiss_rescore_quantization_bits=12,faiss_rescore_overfetch_factor=2,faiss_rescore_min_candidates=64,train_batch_rows=20000,add_batch_rows=20000,search_batch_rows=10000,search_micro_batch_rows=5000,recall_checkpoint_queries=10000,train_sample_cap=0,eager_release_buffers=1,faiss_strategy=QuantizedRefine",,"{""display_name"": ""active-infrastructure"", ""command"": ""/app/scripts/docker_task1_entrypoint.sh"", ""vm_id"": ""bwotka"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""15e358939efdb3a0e578cbb3a288d690b2550a35"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:BWotka/ads_challenge_handin.git"", ""href"": ""https://github.com/BWotka/ads_challenge_handin/tree/15e358939efdb3a0e578cbb3a288d690b2550a35""}], ""public_image_name"": null, ""mount_config"": null}",6139,462924,10,54,353516 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.337151
wikipedia-small,task1,PlainLocalSearch,10.43995475769043,18.929546356201172,"Qb=256, Qn=80, k=80, Ln=1",,"{""display_name"": ""PlainLS-config-15-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 256, Qn = 80, k = 80, Ln = 1 (81+%)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a9365426d82b9b5ee1fdc616063ba1a295224fda"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/a9365426d82b9b5ee1fdc616063ba1a295224fda""}], ""public_image_name"": null, ""mount_config"": null}",6631,414015,10,19,30361 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8935763333333333
wikipedia-small,task1,ABS,64.261991069,31.786557327,"StrideMatrixDatabase MinRecall(0.9); Neighborhood(logbase=1.3, minsize=2, neardup=0.05, filter=SatNeighborhood())",,"{""display_name"": ""julia-baseline"", ""command"": ""julia --project=/app /app/search.jl --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""tira"", ""source_code_commit"": ""89f2891915ea6609f04f49dd67fd20d039c3c430"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap2026-julia-example.git"", ""href"": ""https://github.com/sisap-challenges/sisap2026-julia-example/tree/89f2891915ea6609f04f49dd67fd20d039c3c430""}], ""public_image_name"": null, ""mount_config"": null}",6758,455899,10,49,111546 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8696893333333333
wikipedia-small,task1,R-trunks,29.783639669418335,1,"neighbour_table_size=(38),reverse_table_size=(76),block_size=(512),num_hashes=(10),c=(2147483647) ,delta=(1),ground_truth_width=(15)",,"{""display_name"": ""indulgent-suite"", ""command"": ""uv run main.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""crusty-coders"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""66d82a945a7b93732bf33bd9ab71f19643a884b0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/MetricSearch/hampynn-descent.git"", ""href"": ""https://github.com/MetricSearch/hampynn-descent/tree/66d82a945a7b93732bf33bd9ab71f19643a884b0""}], ""public_image_name"": null, ""mount_config"": null}",5894,493807,10,51,39653 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.7933196666666666
,task1,FalconnLite+NNDescent,18.438311229925603,120.70607401290908,"n_bits=3,runs=6,n_repeat=6,D=512,m=100,iteration=4,k=20,k_out=15",,"{""display_name"": ""recursive-modal"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": "" m=100\nn_iter=4\nn_run=6\n"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9962fddeb727873bc71dec9f4abcc26e0f1135b6"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/9962fddeb727873bc71dec9f4abcc26e0f1135b6""}], ""public_image_name"": null, ""mount_config"": null}",7561,436169,10,57,800696 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8882863333333333
wikipedia-small,task1,PlainLocalSearch,7.741613864898682,27.568889617919922,"Qb=128, Qn=64, k=96, Ln=2",,"{""display_name"": ""PlainLS-config-9-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 128, Qn = 64, k = 96, Ln = 2 (86+%)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""56ad2b63790357f285ff643712588243438e5bc8"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/56ad2b63790357f285ff643712588243438e5bc8""}], ""public_image_name"": null, ""mount_config"": null}",6631,414670,10,18,36324 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.9117653333333333
,task1,FalconnLite+NNDescent,0.0,113.73296393477358,"n_repeat=5,D=512,m=40,iteration=5,runs=5",,"{""display_name"": ""1"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": ""1.22\n"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""653875d77920d81b661ea98bb1160c3b73ea8567"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/653875d77920d81b661ea98bb1160c3b73ea8567""}], ""public_image_name"": null, ""mount_config"": null}",7589,491791,19,53,179720 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8285156666666667
wikipedia-small,task1,PlainLocalSearch,10.338348388671875,18.707212448120117,"Qb=256, Qn=80, k=80, Ln=1",,"{""display_name"": ""PlainLS-config-15"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 256, Qn = 80, k = 80, Ln = 1 (81+%)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a9365426d82b9b5ee1fdc616063ba1a295224fda"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/a9365426d82b9b5ee1fdc616063ba1a295224fda""}], ""public_image_name"": null, ""mount_config"": null}",6500,414036,232,20,29921 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.893595
wikipedia-small,task1,PlainLocalSearch,7.739070892333984,28.218994140625,"Qb=128, Qn=64, k=96, Ln=1",,"{""display_name"": ""PlainLS-config-8-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 128, Qn = 64, k = 96, Ln = 1 (83+%)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""f9dfdd98c42604eb3df8592c147d90c938ab15e0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/f9dfdd98c42604eb3df8592c147d90c938ab15e0""}], ""public_image_name"": null, ""mount_config"": null}",6643,414425,9,20,36996 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.9117756666666667
wikipedia-small,task1,PlainLocalSearch,2.609373092651367,17.85565948486328,"Qb=256, Qn=32, k=72, Ln=2",,"{""display_name"": ""PlainLS-config-13-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 256, Qn = 32, k = 72, Ln = 2 (79+%)"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""9bfdbd51365ed6ba703cd79bd20c11da015a4a77"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/9bfdbd51365ed6ba703cd79bd20c11da015a4a77""}], ""public_image_name"": null, ""mount_config"": null}",6602,413655,232,17,21393 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.85665
,task1,FalconnLite+NNDescent,14.647420967463404,94.18927771411836,"n_bits=3,runs=5,n_repeat=5,D=512,m=100,iteration=5,k=20,k_out=15",,"{""display_name"": ""proper-basket"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""39729a93b46ec2c9fe7905bd892242afdca6cb92"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/39729a93b46ec2c9fe7905bd892242afdca6cb92""}], ""public_image_name"": null, ""mount_config"": null}",7520,458546,10,57,761747 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8465476666666667
,task1,FalconnLite+NNDescent (no simhash),8.636836513178423,19.903592200949788,"D=512, m=60, n_repeat=5, n_iter=7, k_out=15",,"{""display_name"": ""chromatic-radiator"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": ""no simhash"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""d6a160a7a4f39b726f3c851a5d11b661bce4d514"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/d6a160a7a4f39b726f3c851a5d11b661bce4d514""}], ""public_image_name"": null, ""mount_config"": null}",7553,494399,10,53,48965 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8778753333333333
,task1,PIPNN,244.61675433343822,145.555614228,",max_degree=64,alpha=1.2,leaf_size=256,min_leaf_size=32,leader_frac=0.05,max_leaders=1000,knn_k=2,hash_bits=12,reservoir_cap=128,k_entry=12,entry_sample=3000,beam_width=32,seed=42",,"{""display_name"": ""smart-valuation"", ""command"": ""python3 /app/run_sisap2026.py --work /data/sisap_work --bw 32 --max_degree 64 --alpha 1.2 --leaf_size 512 --min_leaf_size 32 --k_entry 12 --entry_sample 3000 --hash_bits 12 --reservoir_cap 128 --num_replicas 1 --final_prune 0 --back_edge 0 --num_threads 0 --seed 42 --randomness 1 --coocked 0 --precision int8 --input $inputDataset/*.h5 --output $outputDir/results.h5 --task-description $inputDataset/*.json"", ""vm_id"": ""ketchup-needs-nuggets"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""647dc0a36330c1eaae5ca15e390273a8c7eec6e8"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/S3RXxX/sisap26.git"", ""href"": ""https://github.com/S3RXxX/sisap26/tree/647dc0a36330c1eaae5ca15e390273a8c7eec6e8""}], ""public_image_name"": null, ""mount_config"": null}",6078,426117,10,43,394013 ms,Query count mismatch 10000 vs. 200000,-1
,task1,FalconnLite+NNDescent,15.533958743326366,96.6871641613543,"n_bits=3,runs=5,n_repeat=5,D=512,m=100,iteration=10,k=20,k_out=15",,"{""display_name"": ""mashed-bulb"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": ""n_repeat = 5\nm=100\nn_iter = 10\nn_run=5"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""a64dc09eef7fa5ac16c6d83171df12df9ee30d16"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/a64dc09eef7fa5ac16c6d83171df12df9ee30d16""}], ""public_image_name"": null, ""mount_config"": null}",7512,439474,10,14,764311 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8487216666666667
wikipedia-small,task1,PlainLocalSearch,2.2471745014190674,16.02296257019043,"Qb=264, Qn=32, k=64, Ln=2",,"{""display_name"": ""PlainLS-config-6"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 264, Qn = 32, k = 64, Ln = 2 (new_params)"", ""source_code_active_branch"": ""new_params"", ""source_code_commit"": ""5011cae8bc12ec0fc67202071cf655e9f3946699"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/5011cae8bc12ec0fc67202071cf655e9f3946699""}], ""public_image_name"": null, ""mount_config"": null}",6631,414203,10,21,19170 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8543446666666666
wikipedia-small,task1,PlainLocalSearch,10.130196571350098,18.8459529876709,"Qb=128, Qn=96, k=64, Ln=1",,"{""display_name"": ""PlainLS-config-2-local-compile"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 128, Qn = 96, k = 64, Ln = 1"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""b065388397cfe98076b829c9d1a28575f9daa570"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/b065388397cfe98076b829c9d1a28575f9daa570""}], ""public_image_name"": null, ""mount_config"": null}",6582,414010,10,19,29825 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.8655543333333333
wikipedia-small,task1,PlainLocalSearch,10.3523588180542,17.809741973876953,"Qb=128, Qn=96, k=64, Ln=1",,"{""display_name"": ""PlainLS-config-2"", ""command"": ""python3 entrypoint.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""plain-local-search"", ""description"": ""Qb = 128, Qn = 96, k = 64, Ln = 1"", ""source_code_active_branch"": ""qsort_good"", ""source_code_commit"": ""b065388397cfe98076b829c9d1a28575f9daa570"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:henrixapp/low-dim-faiss.git"", ""href"": ""https://github.com/henrixapp/low-dim-faiss/tree/b065388397cfe98076b829c9d1a28575f9daa570""}], ""public_image_name"": null, ""mount_config"": null}",6578,414020,19,19,28972 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.86557
,task1,FalconnLite+NNDescent (no simhash),11.722649314906448,21.15767266182229,"D=512, m=40, n_repeat=6, n_iter=6, k_out=15",,"{""display_name"": ""chromatic-salt"", ""command"": ""python3 SISAP/SISAP_task1.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""lzen402"", ""description"": ""no simhash k15"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""d2e31d04f4664a3107bb9253bad9dfff83a0922e"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:NinhPham/FalconnLite.git"", ""href"": ""https://github.com/NinhPham/FalconnLite/tree/d2e31d04f4664a3107bb9253bad9dfff83a0922e""}], ""public_image_name"": null, ""mount_config"": null}",7581,494536,10,49,53212 ms,"Ok, Results shape (200000, 15): assumed no self-loops, comparing columns [0:15]",0.87644
wikipedia-small,task1,LMIIVF,563.764641046524,224.97028493881226,"index=(LMI32+IVF256SQ8),query=(nprobe=4,ivf_nprobe_total=16,discard=True)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6385,501244,20,67,11199493 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.7384366666666666
wikipedia-small,task1,LMIIVF,563.764641046524,130.49401831626892,"index=(LMI32+IVF256SQ8),query=(nprobe=16,ivf_nprobe_total=8,discard=True)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6385,501244,20,67,11199493 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.641281
wikipedia-small,task1,LMIIVF,563.764641046524,1781.5749475955963,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=128,discard=True)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6385,501244,20,67,11199493 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.9123606666666667
wikipedia-small,task1,LMIIVF,563.764641046524,252.47836709022522,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=16,discard=True)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6385,501244,20,67,11199493 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.741167
wikipedia-small,task1,LMIIVF,563.764641046524,496.79721307754517,"index=(LMI32+IVF256SQ8),query=(nprobe=8,ivf_nprobe_total=32,discard=True)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6385,501244,20,67,11199493 ms,"OK, Results shape (200000, 16): assumed self-loops, comparing columns [1:16]",0.8199793333333333
