dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
fiqa-dev,task3,HaNSWurst,44.588626861572266,2.953866481781006,ef=109,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.954116526273566
fiqa-dev,task3,HaNSWurst,44.588626861572266,3.102921485900879,ef=127,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9555054151624549
fiqa-dev,task3,HaNSWurst,44.588626861572266,3.740126132965088,ef=203,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.95881969514641
fiqa-dev,task3,HaNSWurst,44.588626861572266,4.255177974700928,ef=276,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9605094263939029
fiqa-dev,task3,HaNSWurst,44.588626861572266,5.315496921539307,ef=440,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.962354592860008
fiqa-dev,task3,HaNSWurst,44.588626861572266,4.580998420715332,ef=323,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9610860409145607
fiqa-dev,task3,HaNSWurst,44.588626861572266,4.933881759643555,ef=377,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9616726835138387
fiqa-dev,task3,HaNSWurst,44.588626861572266,2.803966999053955,ef=93,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9522914159647011
fiqa-dev,task3,HaNSWurst,44.588626861572266,6.71950364112854,ef=700,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9635379061371842
fiqa-dev,task3,HaNSWurst,44.588626861572266,2.677644968032837,ef=80,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9500401123144806
fiqa-dev,task3,HaNSWurst,44.588626861572266,6.212653875350952,ef=600,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9632470918572001
fiqa-dev,task3,HaNSWurst,44.588626861572266,3.9827868938446045,ef=237,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9597121941436021
fiqa-dev,task3,HaNSWurst,44.588626861572266,3.3184468746185303,ef=149,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9567238267148015
fiqa-dev,task3,HaNSWurst,44.588626861572266,5.7320733070373535,ef=513,,"{""display_name"": ""_final"", ""command"": ""ls -hal /app; python /app/runner.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""hanswurst"", ""description"": ""I think that's it, no more tuning whatsoever"", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8da1fdf144e421dfc4f063241691bf5d41b0155f"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:eth42/sisap26challenge.git"", ""href"": ""https://github.com/eth42/sisap26challenge/tree/8da1fdf144e421dfc4f063241691bf5d41b0155f""}], ""public_image_name"": null, ""mount_config"": null}",6025,438325,10,24,109790 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9628108704372242
fiqa-dev,task3,BlockMaxWAND,0.881423606,5.26801309,"alpha=1.25,block=128,doc_terms=225,query_terms=25",,"{""display_name"": ""primordial-foremast"", ""command"": ""/app/entrypoint.sh"", ""vm_id"": ""luis"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""8ae9cda35f931f8cf8b3c840fa36082ca3abd15d"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Luisz1234/SISAP-Challenge"", ""href"": ""https://github.com/Luisz1234/SISAP-Challenge/tree/8ae9cda35f931f8cf8b3c840fa36082ca3abd15d""}], ""public_image_name"": null, ""mount_config"": null}",5861,498430,10,52,606438 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.8978941034897714
fiqa-dev,task3,seismic,59.893315967,0.994942681,"nPostings=3000,queryCut=4,heapFactor=0.95,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9520858403529884
fiqa-dev,task3,seismic,59.893315967,1.197011375,"nPostings=3000,queryCut=5,heapFactor=0.95,nKnn=30,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9599177697553148
fiqa-dev,task3,seismic,59.893315967,1.018491122,"nPostings=3000,queryCut=5,heapFactor=1,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9536201363818693
fiqa-dev,task3,seismic,59.893315967,1.621016163,"nPostings=3000,queryCut=5,heapFactor=0.85,nKnn=50,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.964480545527477
fiqa-dev,task3,seismic,59.893315967,1.134091824,"nPostings=3000,queryCut=4,heapFactor=0.9,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9564881668672283
fiqa-dev,task3,seismic,59.893315967,1.711927886,"nPostings=3000,queryCut=5,heapFactor=0.8,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9643451664661051
fiqa-dev,task3,seismic,59.893315967,1.05356378,"nPostings=3000,queryCut=5,heapFactor=1,nKnn=30,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9562123947051745
fiqa-dev,task3,seismic,59.893315967,1.138827961,"nPostings=3000,queryCut=5,heapFactor=1,nKnn=50,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9591456077015644
fiqa-dev,task3,seismic,59.893315967,1.364616405,"nPostings=3000,queryCut=5,heapFactor=0.9,nKnn=30,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9622693541917369
fiqa-dev,task3,seismic,59.893315967,1.82613469,"nPostings=3000,queryCut=5,heapFactor=0.8,nKnn=50,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9652125952667469
fiqa-dev,task3,seismic,59.893315967,1.509378487,"nPostings=3000,queryCut=5,heapFactor=0.85,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9630465302847975
fiqa-dev,task3,seismic,59.893315967,0.931594134,"nPostings=3000,queryCut=4,heapFactor=1,nKnn=20,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9459286000802246
fiqa-dev,task3,seismic,59.893315967,0.951984993,"nPostings=3000,queryCut=4,heapFactor=0.95,nKnn=10,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9468862815884477
fiqa-dev,task3,seismic,59.893315967,0.972298593,"nPostings=3000,queryCut=5,heapFactor=1,nKnn=10,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9492378660248696
fiqa-dev,task3,seismic,59.893315967,1.5450788100000001,"nPostings=3000,queryCut=5,heapFactor=0.85,nKnn=30,firstSorted=true",,"{""display_name"": ""seismic"", ""command"": ""/app/submit.sh --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""tuskanny-seismic"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""5d38aeef1dec563b356800766f98a9c8b442bc7c"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/TusKANNy/seismic_sisap2026.git"", ""href"": ""https://github.com/TusKANNy/seismic_sisap2026/tree/5d38aeef1dec563b356800766f98a9c8b442bc7c""}], ""public_image_name"": null, ""mount_config"": null}",5595,420823,19,27,138939 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.9637535098275171
,task3,nmf-ivf,19092.98828125,1.9087250232696533,sample_size=125000;n_components=6000;max_iter=25;max_misses=625;dr=0.250000,,"{""display_name"": ""rowdy-child"", ""command"": ""./main --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --threads 8 --sample-size 125000 --max-iter 25 --n-components 6000 --max-misses 600 625 650 700 1000 --drop-ratio 0.20 0.25 0.30 --no-save-index"", ""vm_id"": ""basque-invaders"", ""description"": """", ""source_code_active_branch"": ""master"", ""source_code_commit"": ""b53b285091445d689cd3506ce301a9b7b5078edd"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:levyy7/nmf-ivf.git"", ""href"": ""https://github.com/levyy7/nmf-ivf/tree/b53b285091445d689cd3506ce301a9b7b5078edd""}], ""public_image_name"": null, ""mount_config"": null}",6012,527651,20,41,19122878 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.6440132370637786
,task3,nmf-ivf,19092.98828125,1.935623288154602,sample_size=125000;n_components=6000;max_iter=25;max_misses=650;dr=0.250000,,"{""display_name"": ""rowdy-child"", ""command"": ""./main --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --threads 8 --sample-size 125000 --max-iter 25 --n-components 6000 --max-misses 600 625 650 700 1000 --drop-ratio 0.20 0.25 0.30 --no-save-index"", ""vm_id"": ""basque-invaders"", ""description"": """", ""source_code_active_branch"": ""master"", ""source_code_commit"": ""b53b285091445d689cd3506ce301a9b7b5078edd"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:levyy7/nmf-ivf.git"", ""href"": ""https://github.com/levyy7/nmf-ivf/tree/b53b285091445d689cd3506ce301a9b7b5078edd""}], ""public_image_name"": null, ""mount_config"": null}",6012,527651,20,41,19122878 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.6440132370637786
,task3,nmf-ivf,19092.98828125,2.0869903564453125,sample_size=125000;n_components=6000;max_iter=25;max_misses=700;dr=0.200000,,"{""display_name"": ""rowdy-child"", ""command"": ""./main --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir --threads 8 --sample-size 125000 --max-iter 25 --n-components 6000 --max-misses 600 625 650 700 1000 --drop-ratio 0.20 0.25 0.30 --no-save-index"", ""vm_id"": ""basque-invaders"", ""description"": """", ""source_code_active_branch"": ""master"", ""source_code_commit"": ""b53b285091445d689cd3506ce301a9b7b5078edd"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:levyy7/nmf-ivf.git"", ""href"": ""https://github.com/levyy7/nmf-ivf/tree/b53b285091445d689cd3506ce301a9b7b5078edd""}], ""public_image_name"": null, ""mount_config"": null}",6012,527651,20,41,19122878 ms,"Ok, Results shape (6648, 30): assumed no self-loops, comparing columns [0:30]",0.6803249097472924
